,1.csv,2.csv,3.csv,4.csv,5.csv,6.csv,7.csv,8.csv,9.csv,10.csv,11.csv,12.csv,13.csv,14.csv,15.csv,16.csv,17.csv,18.csv,19.csv,20.csv,21.csv,22.csv,23.csv,24.csv,25.csv,26.csv,27.csv,28.csv,29.csv,30.csv,31.csv,32.csv,33.csv,34.csv,35.csv,36.csv,37.csv,38.csv,39.csv,40.csv,41.csv,42.csv,43.csv,44.csv,45.csv,46.csv,47.csv,48.csv,49.csv,50.csv,51.csv,52.csv,53.csv,54.csv,55.csv,56.csv,57.csv,58.csv,59.csv,60.csv
1.csv,1.0,0.9634179066864876,0.8780734819514561,0.9562125423321773,0.8681399396981051,0.9488596557630818,0.8937524016691535,0.8969486841450416,0.8960837820658453,0.9207886675347031,0.9683366662216271,0.8929911082622642,0.9104575551260063,0.9428391540646365,0.8179004810585337,0.9220721611500496,0.9169373830655564,0.803612842758086,0.9317856657431807,0.92938436052891,0.8816112605076304,0.8712611132680965,0.8736769621294851,0.8309440865322759,0.9136227203472383,0.9401250266058776,0.7880080994246393,0.8620120554848797,0.8625512087840698,0.8205226905481383,0.81708527305777,0.0,0.9511653289192619,0.9580946584239992,0.9016690327176786,0.9564925179998943,0.9666412435225811,0.9667914738568926,0.9509091609531125,0.9658214403205805,0.8791527071295994,0.9394614024428639,0.9286020572702596,0.948192647338091,0.8455319522910814,0.8631648626281604,0.9505310219562978,0.8642003167718808,0.9176226384269007,0.8669489700415782,0.938961181414596,0.988258332012303,0.9285265496657771,0.9483998275230007,0.9546722034125024,0.9245877705151451,0.9285517261416663,0.9032078218357751,0.9120750323233935,0.9456624446346964
2.csv,0.9638329184414821,1.0,0.9009742393839998,0.9551747130492023,0.8919260683146432,0.9798994582861882,0.907732752997439,0.9277970079571667,0.9209385180382319,0.9436084599444604,0.9850886742782301,0.9276001658108007,0.9274277030670266,0.948660000343352,0.7982153154340798,0.939472826560061,0.9428942379082172,0.8307652863090607,0.9389566587334632,0.9463628976250794,0.8565117071103796,0.844967843061932,0.8534779862189316,0.8054591884770412,0.8972279611942119,0.9360256230655082,0.7662087429696415,0.8388542923332587,0.8336831140311447,0.7939496244432094,0.7902400535232139,0.0,0.9261420308518109,0.9312592562531417,0.8865170936838288,0.9379791840365803,0.9495198412829491,0.9317316971253538,0.968609973518301,0.9329739748085665,0.893073246583287,0.9575972711924694,0.9007906737258228,0.949830207067307,0.8336841238001217,0.8451485531645961,0.9567981633180366,0.853634872071724,0.9372694261488895,0.8506091247295978,0.9695625897584067,0.9617275571012339,0.9342446694246259,0.9529895067199022,0.9543041083498033,0.9539448142305345,0.9614229575049819,0.9337700073367604,0.9486059503168596,0.9516582637311332
3.csv,0.8810346719533887,0.9022705376373401,1.0,0.8910810676395577,0.9821775807500626,0.9193162153511558,0.9689241969927019,0.9515087682737606,0.9774709211276529,0.9536940548864251,0.8966300041389074,0.9444705042968264,0.965491885675803,0.883006855650115,0.7050199268555686,0.9563608739418156,0.8652529835974849,0.9144225909869689,0.9134564082044222,0.8572771592644773,0.8150263428398123,0.7555323093710477,0.7600716057814663,0.7181006189617187,0.8019620843132589,0.8399035896669067,0.6746059889281124,0.7484656248366943,0.7478061311438968,0.7074557063228473,0.7089025669435542,0.0,0.8493652236222563,0.8822648576381541,0.8772790709433864,0.8591824427913212,0.8939412867153304,0.8543286702339169,0.897612308365487,0.8569610811456719,0.9658003553462237,0.8692251400622919,0.8558574235271371,0.9110387214564032,0.7401546284825297,0.7530316307866176,0.924907061973749,0.7587899369505829,0.9255793324994599,0.7593003511444689,0.8945093866172242,0.8872705943077501,0.8499106861852999,0.8884456165180378,0.8739635603333215,0.9297664712400473,0.8900396802632946,0.9189472998581297,0.9259279187183765,0.8824289172774937
4.csv,0.9579740910049227,0.9564843423520062,0.8928607687366481,1.0,0.8889363347904052,0.9441520956673979,0.9076502048827433,0.9014471690046413,0.912841839493199,0.9376993529422173,0.9700682688542488,0.9058925500187343,0.9235508072731107,0.9119623285105425,0.8024495051181275,0.9322358527227131,0.9149799692861903,0.8131686651373371,0.9683552724512571,0.9208650900713541,0.8501475137103887,0.8559384407090816,0.8632629277145785,0.8248524132556334,0.9007907219152951,0.9306020322527597,0.7784754003241766,0.8546602958520669,0.8457534110358753,0.8128226804433141,0.8169866988371752,0.0,0.95471791750367,0.9402382536677564,0.9194298758175132,0.9668355662130971,0.9701356927467555,0.9429256075954069,0.9767078725674788,0.9508103751671297,0.8863188953655873,0.9441282269681733,0.9309467496798371,0.975534549681228,0.8443762464083782,0.860112312696148,0.9598331334062958,0.8592362422834389,0.9037635196587709,0.8671273983591137,0.9511863608729415,0.9644780010201496,0.9446077798271162,0.9889989210507583,0.9769906974256612,0.9484852559651493,0.9342777147276873,0.9336088947181678,0.9207700782453175,0.9814062965969799
5.csv,0.8735190239982511,0.8951452818765429,0.9824791020996925,0.8890016419692345,1.0,0.9105035700990967,0.9616517594813839,0.9409313025935275,0.9716824830108803,0.9484584051166218,0.8911577673577836,0.9405036006456786,0.9569366812250262,0.8709907850951955,0.7005502399153616,0.94716243536018,0.8607588078543578,0.9119427438050265,0.9139972748849624,0.8519571697998017,0.8034141720343203,0.7509704458876989,0.7565973603858533,0.7158446306634191,0.7976644228672185,0.8354799094220882,0.6717879314169256,0.7457252799545318,0.7428491960456673,0.7048640559072141,0.708089528570832,0.0,0.8463711528234155,0.8742912758532605,0.8768154141712845,0.8565066038688434,0.8886467804033588,0.8479165061022366,0.8952603295964097,0.8515867667969069,0.953555991237756,0.8659055499881804,0.8522722389962458,0.9083273657791272,0.7389115888316824,0.7512011421659214,0.9183910055528988,0.7564662662003527,0.9110507169692816,0.7580794357340837,0.8913379895599495,0.8802726326562726,0.8491805084410792,0.8875418635799746,0.8719015270153164,0.9285273294287955,0.8860653897130312,0.9225672789169225,0.9207222473996796,0.8817983706074641
6.csv,0.9491762017312577,0.9797946526369161,0.9178197424443528,0.9421713615351182,0.9072749140573854,1.0,0.9212945445384662,0.946946697896473,0.9365925103779673,0.9560060034538348,0.9672858793190723,0.9433184282459747,0.9411178699427468,0.9495326680607189,0.7794760209161546,0.9530418119004761,0.9346109664063545,0.8499137986137799,0.9358324371302023,0.9331860079923322,0.8533309467848991,0.8258894426041244,0.8333729453326337,0.7852851787145553,0.8773408991695971,0.9164650703688966,0.7463158877339775,0.8185254573558873,0.8154029504297212,0.7741102773406715,0.7701423827554408,0.0,0.9082974476419762,0.9250093491198413,0.8829769000727352,0.9197021256721667,0.9405450384118722,0.9163449643089498,0.9559848278607931,0.9170297709405203,0.9090508187360388,0.941286716890702,0.8907084927537743,0.9452401177472429,0.8132060548667461,0.8243717828201165,0.9592137113938496,0.8336868984287926,0.9542528547185832,0.8297036694903197,0.9598328638015761,0.9490843478274343,0.9157906067154876,0.9395435530853956,0.9362534607275284,0.9592761000018432,0.9557610538279011,0.936927985978947,0.9611457683571059,0.9367450927892148
7.csv,0.8959027962441268,0.908562868711095,0.9687952960519834,0.905726747059181,0.9608300112997623,0.9224072209314749,1.0,0.9343437110130669,0.9660864543544322,0.9585178052671166,0.9057777297593378,0.9259253864565704,0.9798204247969562,0.8875637481222869,0.7175681329366884,0.9683955477119931,0.8613453103442867,0.8882823009067721,0.9296055239662145,0.8576123013264766,0.8345903787413498,0.7721202441873639,0.7735713248848777,0.7358602614955265,0.8133335015093565,0.847625024380795,0.6893847442711131,0.7642427739054775,0.7661075248050859,0.7258252179106046,0.7289756910249686,0.0,0.8677979401277236,0.9055929449985556,0.9064331952656413,0.8754038885431179,0.9144640816035843,0.8734817122112393,0.9055969970156911,0.8764142066099012,0.9734337906549506,0.8720674082279253,0.882368925884133,0.9291662624041346,0.7500284775225046,0.7663168318348432,0.9424155791196861,0.7676326373324602,0.9232048726625679,0.7721199833130861,0.8953377849845523,0.9040582982414318,0.856497941175139,0.9006683137985455,0.8853081064188514,0.9297522345063667,0.886880599934229,0.9133573990241126,0.9151029948813484,0.8931291858255014
8.csv,0.8977155953396246,0.9275119924556583,0.9506716191039518,0.8980804261714939,0.9388774681198226,0.947013549364606,0.9334861218945072,1.0,0.9595485754262798,0.9521161756126898,0.916501887072801,0.9752631418971468,0.9465925083254126,0.9155430729658987,0.7297392726541572,0.949776076304172,0.9033371848012036,0.9011876957250805,0.9073419815987412,0.892923256298435,0.822199025628321,0.7736855363431923,0.781564024507091,0.7326012755129165,0.826006287634986,0.8668361168317671,0.6949449186070183,0.7660066697460644,0.7636092215530796,0.7215280985046566,0.7177139445147913,0.0,0.8578743789393126,0.8841204649345871,0.8557738229336536,0.8696349325934793,0.8968672663740682,0.865706129654791,0.9130211200274179,0.8664890788137053,0.9312532658515753,0.8976931885693621,0.8493860831827302,0.9096339577256564,0.7639585389168135,0.7728102133338933,0.9264592763906189,0.7849328590099728,0.9563178593981144,0.778581431131661,0.9213931073883257,0.8994961384706732,0.8709042661115209,0.8969600156873204,0.8884739508480167,0.9421866073538564,0.923881386233667,0.9297704586081078,0.9630482410284629,0.8935384894943487
9.csv,0.8992144641339918,0.9224405151985935,0.9776057729230987,0.9119244127197004,0.9713675765203175,0.9381197634803091,0.9664287020281038,0.9604730942833497,1.0,0.9745537574481089,0.9176225903236166,0.958973679911164,0.9761935211652673,0.8966064648000173,0.7252754202335923,0.9709852675575222,0.8857818042512396,0.897146846770273,0.9325654256110382,0.8780770929806276,0.8216132810771921,0.7750366124676398,0.7811775833719272,0.7384947697639987,0.8231171872337875,0.8615075769949085,0.6954215881452497,0.7693596078112612,0.7662824165770467,0.7273786717265864,0.7289116934452387,0.0,0.8690444212189296,0.8953845705304199,0.8865915860646311,0.8797643727055056,0.9111046122622521,0.8717463517795816,0.919965790148153,0.8749907671451892,0.952270998814231,0.8915035455909777,0.8696543620566988,0.92975356649617,0.7628905113494566,0.7749977259781669,0.9420972605250927,0.781171425367739,0.9331510731172314,0.781596423428377,0.9168423509555046,0.9051818616504174,0.8729337103610488,0.9101762790941634,0.8959602939752246,0.9525783426865537,0.9113488092559653,0.9404768186918709,0.9445156873506704,0.9046411500253599
10.csv,0.923087227985194,0.9446165267338127,0.9539186002248884,0.936971594974157,0.9478256484628302,0.9570165678628696,0.9588894838758825,0.9531570654388802,0.9745246634271502,1.0,0.9417827780170022,0.9534466691082104,0.97804949210175,0.911770809967343,0.7488367755326282,0.9835227659953584,0.9017909749654401,0.8734302020394655,0.9543583461245451,0.8970121451000607,0.8361924484730063,0.7995692512782667,0.805729338717214,0.7635361928122942,0.8472376281027528,0.8846686429895285,0.7198430472697918,0.7943407002243905,0.7905635370398476,0.7522897440902405,0.753953512929367,0.0,0.8942609769183193,0.9163950544645896,0.9021331281748836,0.9050711581179983,0.9351897117811689,0.8959369706482764,0.9438716357404404,0.8996478183893826,0.9393414945998823,0.9126279914074732,0.8911997494698671,0.9538763694935272,0.7867474744384176,0.7997414213748413,0.965613334977777,0.8046470035434448,0.9375797610947922,0.806279895178232,0.9367791157750537,0.9294061308457524,0.8957094603654934,0.9345952643396511,0.9206559451270286,0.9708275564638281,0.928025100856741,0.9507583093327419,0.9515053054467136,0.9287074888481954
11.csv,0.9689953012305669,0.9852313015905075,0.8962607411134853,0.9694623700878027,0.8888891728301539,0.9677668568335341,0.9058317500428621,0.9176257150823025,0.91683049214116,0.9412901176726352,1.0,0.9196482539485832,0.9248535634607019,0.9375890903720836,0.804479709175584,0.93626335415257,0.9378882103705498,0.8223602988237254,0.9483545937426442,0.9434476150909135,0.8556450214917874,0.8533371366346709,0.8620116334807806,0.8162210495456048,0.9045335021791812,0.9417201620868593,0.7748829901956513,0.8489307422173458,0.8419944386763953,0.8044060308468982,0.8028279150871536,0.0,0.939654913081598,0.9362925745726365,0.8961898832042576,0.9522226731377019,0.9589346546983972,0.9402297395358751,0.979718795281538,0.9434432572262996,0.8886205909222488,0.9608566170116414,0.9116045779045767,0.9590594551214604,0.8426008100942962,0.8552799192385142,0.9593142223823627,0.8611406852761712,0.9248272704901387,0.8612745559446353,0.9696439778994981,0.9688397963068437,0.9445255051479193,0.9672622201807228,0.9687904482442464,0.9538158660738838,0.9563461032631313,0.935096362202495,0.939518402178071,0.9658360179406031
12.csv,0.8961631174588324,0.9289401258453214,0.9447753122266533,0.9048544688208632,0.939811915758234,0.944656045475792,0.9266362998286948,0.9758164288683586,0.9589531852186143,0.9534766060295232,0.9203737586286541,1.0,0.9410103335658124,0.905677747077382,0.7347612580287985,0.9438555676564642,0.913008121354297,0.892899004608568,0.9147209770451287,0.900017164243328,0.8093384310232007,0.7772293323377228,0.788074349671038,0.7392615334794405,0.8319139401637374,0.8736592621689533,0.7018694305126341,0.7727860368997774,0.765739393017227,0.7273953601324153,0.7253185114264693,0.0,0.8626117736158709,0.8784135495086337,0.8557590083893571,0.8756885310507966,0.8966143642807085,0.8648048139300496,0.9222683857403655,0.867153713256158,0.9181222110009505,0.9079363827555826,0.8487919585623467,0.9131948441461332,0.7750934794997562,0.7819110341979254,0.9245973357819655,0.7947850389444775,0.9370904430886353,0.7887224217772686,0.9325563966307352,0.8981161370174685,0.8837466863828746,0.9063504825279243,0.8972516568061696,0.9546997459154127,0.9349222603568182,0.9505099931061078,0.974762731312878,0.9041675133031657
13.csv,0.9122769868730111,0.9280864796992325,0.965351568011938,0.9219648785200983,0.9560174757544327,0.9419550243991839,0.9798220672557827,0.9472854026451131,0.9759527798309285,0.9778528411481995,0.9248165750131847,0.9404435561472941,1.0,0.9035568498193596,0.7340861986257985,0.9877963139214725,0.8814249938818883,0.8820903026635181,0.9427126881077306,0.8776412116019456,0.8398137333065406,0.7870936624163574,0.7902891508845915,0.7502660935073227,0.8310468366044681,0.8666412832544972,0.7051129056206553,0.7798721441668681,0.7798549147494556,0.7397691423063799,0.7417887485380708,0.0,0.8822349435797912,0.9153433140013119,0.9064482823253108,0.8910871072401301,0.9278736292379258,0.8873221291894624,0.9243580499604361,0.8903013245723074,0.9597009639212172,0.8919971800901303,0.8893722729059287,0.9435332970428741,0.7680755164495214,0.783131846778814,0.9583746531861581,0.7860800316710983,0.9359950843596182,0.789085037696209,0.9153560709422054,0.9196862074231273,0.875272743942254,0.9174646441505928,0.9030061594522916,0.9484827638007135,0.9069778997632831,0.929702122029717,0.9334178834609654,0.9104377943579282
